snippet_id,condition,persona,wcag_criterion,expected,predicted,severity,repetition,iteration_count,total_time_seconds,num_tool_calls,num_issues
ha-2-5-5-pass-01-large-buttons,persona_agent,ade,2.5.5,passed,failed,critical,1,2,29.9,4,1
ha-2-5-5-pass-01-large-buttons,persona_agent,ade,2.5.5,passed,failed,critical,2,2,27.54,4,1
ha-2-5-5-pass-02-icon-with-padding,axe,ade,2.5.5,passed,failed,moderate,0,1,5.56,1,2
ha-2-5-5-pass-02-icon-with-padding,axe,ade,2.5.5,passed,failed,moderate,1,1,5.51,1,2
ha-2-5-5-pass-02-icon-with-padding,axe,ade,2.5.5,passed,failed,moderate,2,1,5.69,1,2
ha-2-5-5-pass-02-icon-with-padding,persona_llm,ade,2.5.5,passed,passed,N/A,0,1,1.45,0,0
ha-2-5-5-pass-02-icon-with-padding,persona_llm,ade,2.5.5,passed,passed,N/A,1,1,1.5,0,0
ha-2-5-5-pass-02-icon-with-padding,persona_llm,ade,2.5.5,passed,passed,N/A,2,1,1.69,0,0
ha-2-5-5-pass-02-icon-with-padding,persona_agent,ade,2.5.5,passed,failed,critical,0,2,26.6,2,1
ha-2-5-5-pass-02-icon-with-padding,persona_agent,ade,2.5.5,passed,failed,critical,1,2,15.46,2,1
ha-2-5-5-pass-02-icon-with-padding,persona_agent,ade,2.5.5,passed,failed,critical,2,2,15.26,2,1
ha-2-5-5-fail-01-tiny-icons,axe,ade,2.5.5,failed,failed,moderate,0,1,5.65,1,2
ha-2-5-5-fail-01-tiny-icons,axe,ade,2.5.5,failed,failed,moderate,1,1,5.68,1,2
ha-2-5-5-fail-01-tiny-icons,axe,ade,2.5.5,failed,failed,moderate,2,1,5.76,1,2
ha-2-5-5-fail-01-tiny-icons,persona_llm,ade,2.5.5,failed,failed,serious,0,1,2.56,0,1
ha-2-5-5-fail-01-tiny-icons,persona_llm,ade,2.5.5,failed,failed,serious,1,1,2.44,0,1
ha-2-5-5-fail-01-tiny-icons,persona_llm,ade,2.5.5,failed,failed,serious,2,1,2.48,0,1
ha-2-5-5-fail-01-tiny-icons,persona_agent,ade,2.5.5,failed,failed,serious,0,2,15.77,2,1
ha-2-5-5-fail-01-tiny-icons,persona_agent,ade,2.5.5,failed,failed,serious,1,2,15.46,2,1
ha-2-5-5-fail-01-tiny-icons,persona_agent,ade,2.5.5,failed,failed,serious,2,2,15.97,2,1
ha-2-5-5-fail-02-short-buttons,axe,ade,2.5.5,failed,passed,N/A,0,1,5.62,1,0
ha-2-5-5-fail-02-short-buttons,axe,ade,2.5.5,failed,passed,N/A,1,1,5.61,1,0
ha-2-5-5-fail-02-short-buttons,axe,ade,2.5.5,failed,passed,N/A,2,1,5.68,1,0
ha-2-5-5-fail-02-short-buttons,persona_llm,ade,2.5.5,failed,failed,serious,0,1,2.02,0,1
ha-2-5-5-fail-02-short-buttons,persona_llm,ade,2.5.5,failed,failed,serious,1,1,1.79,0,1
ha-2-5-5-fail-02-short-buttons,persona_llm,ade,2.5.5,failed,failed,serious,2,1,2.4,0,1
ha-2-5-5-fail-02-short-buttons,persona_agent,ade,2.5.5,failed,failed,serious,0,2,15.98,2,1
ha-2-5-5-fail-02-short-buttons,persona_agent,ade,2.5.5,failed,failed,serious,1,2,16.69,2,1
ha-2-5-5-fail-02-short-buttons,persona_agent,ade,2.5.5,failed,failed,serious,2,2,13.08,2,1
ha-2-5-5-inap-01-inline-link-in-text,axe,ade,2.5.5,inapplicable,passed,N/A,0,1,5.73,1,0
ha-2-5-5-inap-01-inline-link-in-text,axe,ade,2.5.5,inapplicable,passed,N/A,1,1,5.81,1,0
ha-2-5-5-inap-01-inline-link-in-text,axe,ade,2.5.5,inapplicable,passed,N/A,2,1,6.61,1,0
ha-2-5-5-inap-01-inline-link-in-text,persona_llm,ade,2.5.5,inapplicable,inapplicable,N/A,0,1,1.26,0,0
ha-2-5-5-inap-01-inline-link-in-text,persona_llm,ade,2.5.5,inapplicable,inapplicable,N/A,1,1,1.65,0,0
ha-2-5-5-inap-01-inline-link-in-text,persona_llm,ade,2.5.5,inapplicable,inapplicable,N/A,2,1,1.56,0,0
ha-2-5-5-inap-01-inline-link-in-text,persona_agent,ade,2.5.5,inapplicable,inapplicable,N/A,0,1,1.15,0,0
ha-2-5-5-inap-01-inline-link-in-text,persona_agent,ade,2.5.5,inapplicable,inapplicable,N/A,1,1,0.99,0,0
ha-2-5-5-inap-01-inline-link-in-text,persona_agent,ade,2.5.5,inapplicable,inapplicable,N/A,2,1,3.07,0,0
ha-2-5-5-inap-02-no-interactive,axe,ade,2.5.5,inapplicable,passed,N/A,0,1,5.87,1,0
ha-2-5-5-inap-02-no-interactive,axe,ade,2.5.5,inapplicable,passed,N/A,1,1,5.97,1,0
ha-2-5-5-inap-02-no-interactive,axe,ade,2.5.5,inapplicable,passed,N/A,2,1,5.71,1,0
ha-2-5-5-inap-02-no-interactive,persona_llm,ade,2.5.5,inapplicable,inapplicable,N/A,0,1,2.6,0,0
ha-2-5-5-inap-02-no-interactive,persona_llm,ade,2.5.5,inapplicable,inapplicable,N/A,1,1,1.33,0,0
ha-2-5-5-inap-02-no-interactive,persona_llm,ade,2.5.5,inapplicable,inapplicable,N/A,2,1,1.33,0,0
ha-2-5-5-inap-02-no-interactive,persona_agent,ade,2.5.5,inapplicable,inapplicable,N/A,0,1,1.23,0,0
ha-2-5-5-inap-02-no-interactive,persona_agent,ade,2.5.5,inapplicable,inapplicable,N/A,1,1,1.32,0,0
ha-2-5-5-inap-02-no-interactive,persona_agent,ade,2.5.5,inapplicable,inapplicable,N/A,2,1,1.13,0,0
0411dce372604b1c0b14fe48aae6190882e8110c,axe,elias,1.3.5,passed,failed,moderate,0,1,5.54,1,3
0411dce372604b1c0b14fe48aae6190882e8110c,axe,elias,1.3.5,passed,failed,moderate,1,1,5.94,1,3
0411dce372604b1c0b14fe48aae6190882e8110c,axe,elias,1.3.5,passed,failed,moderate,2,1,5.78,1,3
0411dce372604b1c0b14fe48aae6190882e8110c,persona_llm,elias,1.3.5,passed,failed,serious,0,1,4.23,0,5
0411dce372604b1c0b14fe48aae6190882e8110c,persona_llm,elias,1.3.5,passed,failed,serious,1,1,3.5,0,3
0411dce372604b1c0b14fe48aae6190882e8110c,persona_llm,elias,1.3.5,passed,failed,serious,2,1,3.42,0,3
0411dce372604b1c0b14fe48aae6190882e8110c,persona_agent,elias,1.3.5,passed,failed,serious,0,2,14.35,3,1
0411dce372604b1c0b14fe48aae6190882e8110c,persona_agent,elias,1.3.5,passed,failed,serious,1,2,13.63,3,1
0411dce372604b1c0b14fe48aae6190882e8110c,persona_agent,elias,1.3.5,passed,failed,serious,2,2,13.19,3,1
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,axe,elias,1.3.5,passed,failed,moderate,0,1,5.87,1,3
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,axe,elias,1.3.5,passed,failed,moderate,1,1,5.56,1,3
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,axe,elias,1.3.5,passed,failed,moderate,2,1,5.69,1,3
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,persona_llm,elias,1.3.5,passed,failed,serious,0,1,5.33,0,5
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,persona_llm,elias,1.3.5,passed,inapplicable,N/A,1,1,1.09,0,0
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,persona_llm,elias,1.3.5,passed,failed,serious,2,1,1.94,0,2
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,persona_agent,elias,1.3.5,passed,failed,serious,0,2,19.45,4,1
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,persona_agent,elias,1.3.5,passed,failed,serious,1,2,18.94,4,1
35d0948a2cb309923e9a7cc5dd99a8ffc975088b,persona_agent,elias,1.3.5,passed,failed,serious,2,2,19.04,4,1
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,axe,elias,1.3.5,failed,failed,serious,0,1,5.68,1,4
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,axe,elias,1.3.5,failed,failed,serious,1,1,5.6,1,4
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,axe,elias,1.3.5,failed,failed,serious,2,1,5.73,1,4
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,persona_llm,elias,1.3.5,failed,inapplicable,N/A,0,1,1.2,0,0
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,persona_llm,elias,1.3.5,failed,inapplicable,N/A,1,1,1.02,0,0
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,persona_llm,elias,1.3.5,failed,failed,serious,2,1,3.0,0,3
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,persona_agent,elias,1.3.5,failed,failed,moderate,0,2,11.86,2,1
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,persona_agent,elias,1.3.5,failed,failed,moderate,1,2,10.74,2,1
130d7f761a6a43b896b2f1d0ded311da6a7aebf1,persona_agent,elias,1.3.5,failed,failed,moderate,2,2,10.23,2,1
2512c24c9a793fa8a30958e203090f955a3fc262,axe,elias,1.3.5,failed,failed,serious,0,1,5.61,1,4
2512c24c9a793fa8a30958e203090f955a3fc262,axe,elias,1.3.5,failed,failed,serious,1,1,5.67,1,4
2512c24c9a793fa8a30958e203090f955a3fc262,axe,elias,1.3.5,failed,failed,serious,2,1,5.75,1,4
2512c24c9a793fa8a30958e203090f955a3fc262,persona_llm,elias,1.3.5,failed,inapplicable,N/A,0,1,1.29,0,0
2512c24c9a793fa8a30958e203090f955a3fc262,persona_llm,elias,1.3.5,failed,inapplicable,N/A,1,1,1.51,0,0
2512c24c9a793fa8a30958e203090f955a3fc262,persona_llm,elias,1.3.5,failed,failed,serious,2,1,4.22,0,5
2512c24c9a793fa8a30958e203090f955a3fc262,persona_agent,elias,1.3.5,failed,failed,serious,0,2,18.74,4,2
2512c24c9a793fa8a30958e203090f955a3fc262,persona_agent,elias,1.3.5,failed,failed,moderate,1,2,10.51,2,1
2512c24c9a793fa8a30958e203090f955a3fc262,persona_agent,elias,1.3.5,failed,failed,moderate,2,2,8.53,1,1
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,axe,elias,1.3.5,inapplicable,failed,moderate,0,1,5.61,1,3
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,axe,elias,1.3.5,inapplicable,failed,moderate,1,1,5.75,1,3
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,axe,elias,1.3.5,inapplicable,failed,moderate,2,1,5.69,1,3
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,persona_llm,elias,1.3.5,inapplicable,inapplicable,N/A,0,1,1.06,0,0
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,persona_llm,elias,1.3.5,inapplicable,inapplicable,N/A,1,1,1.05,0,0
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,persona_llm,elias,1.3.5,inapplicable,inapplicable,N/A,2,1,0.9,0,0
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,persona_agent,elias,1.3.5,inapplicable,failed,serious,0,2,17.88,3,1
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,persona_agent,elias,1.3.5,inapplicable,failed,serious,1,2,12.98,3,1
3a6b86ed813d4c34e566641e9fcd571e16aeae6f,persona_agent,elias,1.3.5,inapplicable,failed,serious,2,2,12.71,3,1
41c0b66bc0208aef009343935649f2bec3ae778d,axe,elias,1.3.5,inapplicable,failed,moderate,0,1,5.61,1,2
41c0b66bc0208aef009343935649f2bec3ae778d,axe,elias,1.3.5,inapplicable,failed,moderate,1,1,5.72,1,2
41c0b66bc0208aef009343935649f2bec3ae778d,axe,elias,1.3.5,inapplicable,failed,moderate,2,1,5.83,1,2
41c0b66bc0208aef009343935649f2bec3ae778d,persona_llm,elias,1.3.5,inapplicable,inapplicable,N/A,0,1,1.56,0,0
41c0b66bc0208aef009343935649f2bec3ae778d,persona_llm,elias,1.3.5,inapplicable,inapplicable,N/A,1,1,1.32,0,0
41c0b66bc0208aef009343935649f2bec3ae778d,persona_llm,elias,1.3.5,inapplicable,inapplicable,N/A,2,1,1.23,0,0
41c0b66bc0208aef009343935649f2bec3ae778d,persona_agent,elias,1.3.5,inapplicable,failed,serious,0,2,11.17,2,1
41c0b66bc0208aef009343935649f2bec3ae778d,persona_agent,elias,1.3.5,inapplicable,failed,serious,1,2,10.66,2,1
41c0b66bc0208aef009343935649f2bec3ae778d,persona_agent,elias,1.3.5,inapplicable,failed,serious,2,2,10.32,2,1
0dcc810409a65f29f559c4826afbaa71bcba6ae0,axe,elias,1.4.12,passed,failed,moderate,0,1,5.58,1,3
0dcc810409a65f29f559c4826afbaa71bcba6ae0,axe,elias,1.4.12,passed,failed,moderate,1,1,5.59,1,3
0dcc810409a65f29f559c4826afbaa71bcba6ae0,axe,elias,1.4.12,passed,failed,moderate,2,1,5.58,1,3
0dcc810409a65f29f559c4826afbaa71bcba6ae0,persona_llm,elias,1.4.12,passed,failed,critical,0,1,2.36,0,1
0dcc810409a65f29f559c4826afbaa71bcba6ae0,persona_llm,elias,1.4.12,passed,failed,critical,1,1,1.9,0,1
0dcc810409a65f29f559c4826afbaa71bcba6ae0,persona_llm,elias,1.4.12,passed,failed,critical,2,1,1.7,0,1
0dcc810409a65f29f559c4826afbaa71bcba6ae0,persona_agent,elias,1.4.12,passed,failed,critical,0,2,9.49,2,2
0dcc810409a65f29f559c4826afbaa71bcba6ae0,persona_agent,elias,1.4.12,passed,failed,critical,1,2,8.62,2,2
0dcc810409a65f29f559c4826afbaa71bcba6ae0,persona_agent,elias,1.4.12,passed,failed,critical,2,2,9.53,2,2
15905a239d6755102be6a60aa152ad963d5b1dbb,axe,elias,1.4.12,passed,failed,serious,0,1,5.59,1,4
15905a239d6755102be6a60aa152ad963d5b1dbb,axe,elias,1.4.12,passed,failed,serious,1,1,5.57,1,4
15905a239d6755102be6a60aa152ad963d5b1dbb,axe,elias,1.4.12,passed,failed,serious,2,1,5.65,1,4
15905a239d6755102be6a60aa152ad963d5b1dbb,persona_llm,elias,1.4.12,passed,failed,critical,0,1,2.81,0,2
15905a239d6755102be6a60aa152ad963d5b1dbb,persona_llm,elias,1.4.12,passed,failed,critical,1,1,3.2,0,2
15905a239d6755102be6a60aa152ad963d5b1dbb,persona_llm,elias,1.4.12,passed,failed,critical,2,1,3.26,0,2
15905a239d6755102be6a60aa152ad963d5b1dbb,persona_agent,elias,1.4.12,passed,failed,critical,0,2,8.21,2,1
15905a239d6755102be6a60aa152ad963d5b1dbb,persona_agent,elias,1.4.12,passed,failed,critical,1,2,9.79,2,2
15905a239d6755102be6a60aa152ad963d5b1dbb,persona_agent,elias,1.4.12,passed,failed,critical,2,2,7.91,2,2
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,axe,elias,1.4.12,failed,failed,serious,0,1,5.43,1,4
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,axe,elias,1.4.12,failed,failed,serious,1,1,6.1,1,4
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,axe,elias,1.4.12,failed,failed,serious,2,1,5.61,1,4
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,persona_llm,elias,1.4.12,failed,failed,critical,0,1,3.66,0,2
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,persona_llm,elias,1.4.12,failed,failed,critical,1,1,2.94,0,1
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,persona_llm,elias,1.4.12,failed,failed,critical,2,1,3.06,0,2
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,persona_agent,elias,1.4.12,failed,failed,critical,0,2,9.42,2,1
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,persona_agent,elias,1.4.12,failed,failed,critical,1,2,7.57,2,2
1134eadf72b2a40c03b8bbf486ebfd3bb34cf986,persona_agent,elias,1.4.12,failed,failed,critical,2,2,8.91,2,2
31d185e51a8be241f8a75d09deae69d3937f0329,axe,elias,1.4.12,failed,failed,serious,0,1,5.71,1,4
31d185e51a8be241f8a75d09deae69d3937f0329,axe,elias,1.4.12,failed,failed,serious,1,1,5.6,1,4
31d185e51a8be241f8a75d09deae69d3937f0329,axe,elias,1.4.12,failed,failed,serious,2,1,5.78,1,4
31d185e51a8be241f8a75d09deae69d3937f0329,persona_llm,elias,1.4.12,failed,failed,critical,0,1,2.78,0,1
31d185e51a8be241f8a75d09deae69d3937f0329,persona_llm,elias,1.4.12,failed,failed,critical,1,1,1.93,0,1
31d185e51a8be241f8a75d09deae69d3937f0329,persona_llm,elias,1.4.12,failed,failed,critical,2,1,4.78,0,1
31d185e51a8be241f8a75d09deae69d3937f0329,persona_agent,elias,1.4.12,failed,failed,critical,0,2,7.91,2,1
31d185e51a8be241f8a75d09deae69d3937f0329,persona_agent,elias,1.4.12,failed,failed,critical,1,2,8.39,2,1
31d185e51a8be241f8a75d09deae69d3937f0329,persona_agent,elias,1.4.12,failed,failed,critical,2,2,8.2,2,1
0128de1beb7862298366680f6920bd3b3874d752,axe,elias,1.4.12,inapplicable,failed,moderate,0,1,6.29,1,2
0128de1beb7862298366680f6920bd3b3874d752,axe,elias,1.4.12,inapplicable,failed,moderate,1,1,6.48,1,2
0128de1beb7862298366680f6920bd3b3874d752,axe,elias,1.4.12,inapplicable,failed,moderate,2,1,6.35,1,2
0128de1beb7862298366680f6920bd3b3874d752,persona_llm,elias,1.4.12,inapplicable,inapplicable,N/A,0,1,1.76,0,0
0128de1beb7862298366680f6920bd3b3874d752,persona_llm,elias,1.4.12,inapplicable,inapplicable,N/A,1,1,1.34,0,0
0128de1beb7862298366680f6920bd3b3874d752,persona_llm,elias,1.4.12,inapplicable,inapplicable,N/A,2,1,1.06,0,0
0128de1beb7862298366680f6920bd3b3874d752,persona_agent,elias,1.4.12,inapplicable,failed,serious,0,2,19.72,5,1
0128de1beb7862298366680f6920bd3b3874d752,persona_agent,elias,1.4.12,inapplicable,inapplicable,N/A,1,2,12.71,3,0
0128de1beb7862298366680f6920bd3b3874d752,persona_agent,elias,1.4.12,inapplicable,inapplicable,N/A,2,2,14.37,3,0
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,axe,elias,1.4.12,inapplicable,failed,moderate,0,1,7.91,1,3
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,axe,elias,1.4.12,inapplicable,failed,moderate,1,1,6.66,1,3
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,axe,elias,1.4.12,inapplicable,failed,moderate,2,1,6.63,1,3
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,persona_llm,elias,1.4.12,inapplicable,failed,critical,0,1,3.33,0,1
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,persona_llm,elias,1.4.12,inapplicable,failed,critical,1,1,1.68,0,1
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,persona_llm,elias,1.4.12,inapplicable,failed,critical,2,1,1.94,0,1
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,persona_agent,elias,1.4.12,inapplicable,inapplicable,N/A,0,2,8.8,2,0
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,persona_agent,elias,1.4.12,inapplicable,inapplicable,N/A,1,2,8.62,2,0
0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57,persona_agent,elias,1.4.12,inapplicable,inapplicable,N/A,2,2,9.49,2,0
04344f745bd9bad51292748e7893f146c045aae4,axe,elias,1.4.3,passed,failed,moderate,0,1,6.33,1,2
04344f745bd9bad51292748e7893f146c045aae4,axe,elias,1.4.3,passed,failed,moderate,1,1,6.35,1,2
04344f745bd9bad51292748e7893f146c045aae4,axe,elias,1.4.3,passed,failed,moderate,2,1,6.46,1,2
04344f745bd9bad51292748e7893f146c045aae4,persona_llm,elias,1.4.3,passed,failed,serious,0,1,2.76,0,1
04344f745bd9bad51292748e7893f146c045aae4,persona_llm,elias,1.4.3,passed,failed,serious,1,1,1.94,0,1
04344f745bd9bad51292748e7893f146c045aae4,persona_llm,elias,1.4.3,passed,failed,serious,2,1,1.41,0,1
04344f745bd9bad51292748e7893f146c045aae4,persona_agent,elias,1.4.3,passed,failed,critical,0,2,7.92,2,2
04344f745bd9bad51292748e7893f146c045aae4,persona_agent,elias,1.4.3,passed,failed,critical,1,2,8.78,2,2
04344f745bd9bad51292748e7893f146c045aae4,persona_agent,elias,1.4.3,passed,failed,critical,2,2,8.61,2,2
173cb00f20c52f35970c322dedf7bc11450b70c1,axe,elias,1.4.3,passed,failed,moderate,0,1,6.58,1,3
173cb00f20c52f35970c322dedf7bc11450b70c1,axe,elias,1.4.3,passed,failed,moderate,1,1,6.5,1,3
173cb00f20c52f35970c322dedf7bc11450b70c1,axe,elias,1.4.3,passed,failed,moderate,2,1,6.57,1,3
173cb00f20c52f35970c322dedf7bc11450b70c1,persona_llm,elias,1.4.3,passed,failed,serious,0,1,2.99,0,3
173cb00f20c52f35970c322dedf7bc11450b70c1,persona_llm,elias,1.4.3,passed,failed,serious,1,1,3.97,0,5
173cb00f20c52f35970c322dedf7bc11450b70c1,persona_llm,elias,1.4.3,passed,failed,serious,2,1,8.6,0,5
173cb00f20c52f35970c322dedf7bc11450b70c1,persona_agent,elias,1.4.3,passed,failed,serious,0,2,11.67,2,1
173cb00f20c52f35970c322dedf7bc11450b70c1,persona_agent,elias,1.4.3,passed,failed,serious,1,2,13.0,2,1
173cb00f20c52f35970c322dedf7bc11450b70c1,persona_agent,elias,1.4.3,passed,failed,serious,2,2,11.36,2,1
19123c99ec390011b87736827720d5e1e794bad2,axe,elias,1.4.3,failed,failed,moderate,0,1,6.4,1,2
19123c99ec390011b87736827720d5e1e794bad2,axe,elias,1.4.3,failed,failed,moderate,1,1,6.67,1,2
19123c99ec390011b87736827720d5e1e794bad2,axe,elias,1.4.3,failed,failed,moderate,2,1,6.7,1,2
19123c99ec390011b87736827720d5e1e794bad2,persona_llm,elias,1.4.3,failed,failed,serious,0,1,3.36,0,2
19123c99ec390011b87736827720d5e1e794bad2,persona_llm,elias,1.4.3,failed,failed,serious,1,1,2.67,0,2
19123c99ec390011b87736827720d5e1e794bad2,persona_llm,elias,1.4.3,failed,failed,serious,2,1,2.45,0,2
19123c99ec390011b87736827720d5e1e794bad2,persona_agent,elias,1.4.3,failed,failed,serious,0,2,16.07,2,1
19123c99ec390011b87736827720d5e1e794bad2,persona_agent,elias,1.4.3,failed,failed,serious,1,2,12.8,2,1
19123c99ec390011b87736827720d5e1e794bad2,persona_agent,elias,1.4.3,failed,failed,serious,2,2,11.77,2,1
308839f424ef1d9dbb5aab0cd9079827ecb00895,axe,elias,1.4.3,failed,failed,moderate,0,1,6.54,1,2
308839f424ef1d9dbb5aab0cd9079827ecb00895,axe,elias,1.4.3,failed,failed,moderate,1,1,6.36,1,2
308839f424ef1d9dbb5aab0cd9079827ecb00895,axe,elias,1.4.3,failed,failed,moderate,2,1,6.49,1,2
308839f424ef1d9dbb5aab0cd9079827ecb00895,persona_llm,elias,1.4.3,failed,failed,serious,0,1,2.62,0,1
308839f424ef1d9dbb5aab0cd9079827ecb00895,persona_llm,elias,1.4.3,failed,failed,serious,1,1,1.64,0,1
308839f424ef1d9dbb5aab0cd9079827ecb00895,persona_llm,elias,1.4.3,failed,failed,serious,2,1,1.43,0,1
308839f424ef1d9dbb5aab0cd9079827ecb00895,persona_agent,elias,1.4.3,failed,failed,critical,0,2,8.41,2,2
308839f424ef1d9dbb5aab0cd9079827ecb00895,persona_agent,elias,1.4.3,failed,failed,critical,1,2,9.9,2,2
308839f424ef1d9dbb5aab0cd9079827ecb00895,persona_agent,elias,1.4.3,failed,failed,critical,2,2,8.7,2,2
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,axe,elias,1.4.3,inapplicable,failed,moderate,0,1,6.28,1,3
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,axe,elias,1.4.3,inapplicable,failed,moderate,1,1,6.35,1,3
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,axe,elias,1.4.3,inapplicable,failed,moderate,2,1,6.44,1,3
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,persona_llm,elias,1.4.3,inapplicable,inapplicable,N/A,0,1,1.3,0,0
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,persona_llm,elias,1.4.3,inapplicable,inapplicable,N/A,1,1,0.95,0,0
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,persona_llm,elias,1.4.3,inapplicable,inapplicable,N/A,2,1,1.21,0,0
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,persona_agent,elias,1.4.3,inapplicable,inapplicable,N/A,0,2,20.16,5,1
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,persona_agent,elias,1.4.3,inapplicable,inapplicable,N/A,1,2,10.94,2,0
20f9cd78dd0fa87ee8d40ea3ed35a1fe3ff66508,persona_agent,elias,1.4.3,inapplicable,inapplicable,N/A,2,1,0.82,0,0
2347a45232c34aa309087ed099f4781cd70b5b1e,axe,elias,1.4.3,inapplicable,failed,moderate,0,1,6.37,1,2
2347a45232c34aa309087ed099f4781cd70b5b1e,axe,elias,1.4.3,inapplicable,failed,moderate,1,1,6.24,1,2
2347a45232c34aa309087ed099f4781cd70b5b1e,axe,elias,1.4.3,inapplicable,failed,moderate,2,1,6.54,1,2
2347a45232c34aa309087ed099f4781cd70b5b1e,persona_llm,elias,1.4.3,inapplicable,inapplicable,N/A,0,1,0.9,0,0
2347a45232c34aa309087ed099f4781cd70b5b1e,persona_llm,elias,1.4.3,inapplicable,inapplicable,N/A,1,1,0.91,0,0
2347a45232c34aa309087ed099f4781cd70b5b1e,persona_llm,elias,1.4.3,inapplicable,inapplicable,N/A,2,1,0.81,0,0
2347a45232c34aa309087ed099f4781cd70b5b1e,persona_agent,elias,1.4.3,inapplicable,inapplicable,N/A,0,2,24.88,5,1
2347a45232c34aa309087ed099f4781cd70b5b1e,persona_agent,elias,1.4.3,inapplicable,inapplicable,N/A,1,2,13.63,3,0
2347a45232c34aa309087ed099f4781cd70b5b1e,persona_agent,elias,1.4.3,inapplicable,inapplicable,N/A,2,2,13.81,3,0
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,axe,elias,2.2.2,passed,failed,moderate,0,1,7.86,1,3
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,axe,elias,2.2.2,passed,failed,moderate,1,1,6.73,1,3
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,axe,elias,2.2.2,passed,failed,moderate,2,1,6.85,1,3
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,persona_llm,elias,2.2.2,passed,failed,serious,0,1,4.03,0,5
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,persona_llm,elias,2.2.2,passed,failed,serious,1,1,4.36,0,4
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,persona_llm,elias,2.2.2,passed,failed,serious,2,1,3.82,0,4
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,persona_agent,elias,2.2.2,passed,failed,serious,0,2,26.11,5,2
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,persona_agent,elias,2.2.2,passed,failed,serious,1,2,34.61,6,2
18adb94ce561c2d1f29dec32d91f3dd39a8e45b2,persona_agent,elias,2.2.2,passed,failed,serious,2,2,24.47,5,2
337477ac8e969c4d134079babf891b0f1fd33eba,axe,elias,2.2.2,passed,failed,moderate,0,1,6.75,1,3
337477ac8e969c4d134079babf891b0f1fd33eba,axe,elias,2.2.2,passed,failed,moderate,1,1,6.86,1,3
337477ac8e969c4d134079babf891b0f1fd33eba,axe,elias,2.2.2,passed,failed,moderate,2,1,6.57,1,3
